FMID,MarketName,street,city,County,State,zip,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,logitude
1018256,John Jay Homestead Farm Market,400 Jay Street,Katonah,Westchester,New York,10536,,,,,,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,,,-73.660163,41.250498
1018419,JOHN'S AMISH COUNTRY,1130 N 186th Drive,Goodyear,Maricopa,Arizona,85338,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,SUN: 7:00 AM-11:00 AM;SUN: 8:00 AM-12:00 PM;SUN: 9:00 AM-1:00 PM;,-112.46118600000001,33.460315
1010389,Johns Island Farmers Market Homegrown,3546 Maybank Highway,Johns Island,Charleston,South Carolina,29455,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,SAT: 9:00 AM-1:00 PM;,-80.07849499999999,32.723233
1008307,Johnson City Farmers Market,State of Franklin & South Roan Street,Johnson City,Washington,Tennessee,37601,,,,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,WED: 7:00 AM-2:00 PM;SUN: 7:00 AM-2:00 PM;,-82.3501,36.316198
1005555,Johnson County Farmers Market,110 Court Street,Mountain City,Johnson,Tennessee,37683,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,-81.80561999999999,36.475769
1001179,Johnson County Farmers' Market,826 F.M. Stafford Avenue,Paintsville,Johnson,Kentucky,41240,,,,,,TUE:4:00 PM - 6:00 PM;THU:4:00 PM - 6:00 PM;,TUE:4:00 PM - 6:00 PM;THU:4:00 PM - 6:00 PM;,TUE:4:00 PM - 6:00 PM;THU:4:00 PM - 6:00 PM;,TUE:4:00 PM - 6:00 PM;THU:4:00 PM - 6:00 PM;,,,,-82.798011,37.807953000000005
1000801,Johnson Farmers Market,100 Main Street,Johnson,Lamoille,Vermont,05656,,,,,TUE:3:00 PM - 6:00 PM;,TUE:3:00 PM - 6:00 PM;,TUE:3:00 PM - 6:00 PM;,TUE:3:00 PM - 6:00 PM;,TUE:3:00 PM - 6:00 PM;,TUE:3:00 PM - 6:00 PM;,,,-72.6783,44.6348
1003032,Johnston Farmers Market,Corner of NW 62nd Avenue & Merle Hay Road,Johnston,Polk,Iowa,50131,,,,,TUE: 3:30 PM-6:30 PM;,TUE: 3:30 PM-6:30 PM;,TUE: 3:30 PM-6:30 PM;,TUE: 3:30 PM-6:30 PM;,TUE: 3:30 PM-6:30 PM;,TUE: 3:30 PM-6:30 PM;,,,-93.69703,41.67354
1005454,Johnstown Farmers Market,Parking Lot Between Church and Main Street,Johnstown,Fulton,New York,12095,,,,,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,TUE: 3:00 PM-6:00 PM;,,,-74.373801,43.006593
1001425,Johnstown Farmers' Market,S. Main Streetreet and Coshocton Street,Johnstown,Licking,Ohio,43031,,,,,,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,SAT: 9:00 AM-12:00 PM;,,,,-82.68485600000001,40.153858
1005801,Johnstown Milliken Farmer's Market,Broad Streetreet and Francis Street,Milliken,Weld,Colorado,80543,,,,,,SUN: 3:00 PM-6:00 PM;,SUN: 3:00 PM-6:00 PM;,SUN: 3:00 PM-6:00 PM;,SUN: 3:00 PM-6:00 PM;,SUN: 3:00 PM-6:00 PM;,,,-104.85448570000001,40.3301322
1005800,Johnstown Milliken Farmer's Market,Charlotte St. and Parish Avenue,Johnstown,Weld,Colorado,80534,,,,,,FRI: 4:00 PM-8:00 PM;,FRI: 4:00 PM-8:00 PM;,FRI: 4:00 PM-8:00 PM;,FRI: 4:00 PM-8:00 PM;,FRI: 4:00 PM-8:00 PM;,,,-104.85448570000001,40.3301322
1000687,Joliet Farmers' Market,Chicago Street from Van Buren to Jefferson Street,Joliet,Will,Illinois,60432,,,,,,FRI:8:00 AM - 2:00 PM;,FRI:8:00 AM - 2:00 PM;,FRI:8:00 AM - 2:00 PM;,FRI:8:00 AM - 2:00 PM;,,,,-88.0815,41.5254
1008000,Joliet Junior College Farmers Market,1215 S. Houbolt Road,Joliet,Will,Illinois,60431,,,,,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,THU: 2:00 PM-6:00 PM;,,,,-88.169703,41.499835
1018195,Jonesboro Farmers Market,155 Lee Street,Jonesboro,Clayton,Georgia,30236,,,,,TUE: 11:00 AM-1:00 PM;SAT: 8:00 AM-12:00 PM;,TUE: 11:00 AM-1:00 PM;SAT: 8:00 AM-12:00 PM;,TUE: 11:00 AM-1:00 PM;SAT: 8:00 AM-12:00 PM;,TUE: 11:00 AM-1:00 PM;SAT: 8:00 AM-12:00 PM;,TUE: 11:00 AM-1:00 PM;SAT: 8:00 AM-12:00 PM;,,,,-84.35701999999999,33.523022999999995
1003350,Jonesborough Farmers Market,105 Courthouse Square,Jonesborough,Washington,Tennessee,37659,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,-82.4728498,36.2940568
1004410,Jonesport Farmers' Market,162 Main Street,Jonesport,Washington,Maine,04649,,,,,,THU: 10:00 AM-1:00 PM;,THU: 10:00 AM-1:00 PM;,THU: 10:00 AM-1:00 PM;,,,,,-67.60489009999999,44.531535600000005
1008593,Joplin Farmers' Market,212 West 8th Street,Joplin,Jasper,Missouri,64801,,,,,,,,,,,,,-94.51479,37.082803999999996
1011705,Joseph Community Farmers Market,2305 Neuse Blvd,New Bern,Craven,North Carolina,28561,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,,-77.0727512,35.115429
1010043,Josh's Farmers Market,185 Williamson Road,Mooresville,Iredell,North Carolina,28117,,,,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,MON: 10:00 AM-6:00 PM;TUE: 10:00 AM-6:00 PM;WED: 10:00 AM-6:00 PM;THU: 9:00 AM-6:00 PM;FRI: 9:00 AM-6:00 PM;SAT: 9:00 AM-6:00 PM;SUN: 10:30 AM-5:00 PM;,,-80.872097,35.591232
1002907,Joshua Tree Certified Farmers Market,61651 Twentynine Palms Highway,Joshua Tree,San Bernardino,California,92252,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,SAT: 8:00 AM-1:00 PM;,-116.3182535,34.1349431
1003368,JPG Tri State Farmers Market,Hwy 34 & Hwy 85,Belle Fourche,Butte,South Dakota,57717,,,,,,,nan,nan,nan,,,,-103.869896,44.656932
1010155,JR'S Farmers Market,978 B South Live Oak Drive,Moncks Corner,Berkeley,South Carolina,29461,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,WED: 3:00 PM-7:00 PM;,-80.03814100000001,33.172874
1004648,Juanita Friday Market,9703 NE Juanita Drive,Kirkland,King,Washington,98033,,,,,,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,FRI: 3:00 PM-7:00 PM;,,,,-122.215648,47.704924
1006557,Julian St. James Farmers' Market,750 East St. John Street,San Jose,Santa Clara,California,95112,,,,,,WED:4:00 PM - 8:00 PM;,WED:4:00 PM - 8:00 PM;,WED:4:00 PM - 8:00 PM;,WED:4:00 PM - 8:00 PM;,,,,-121.8764148,37.3449
1010383,Jump Start Jackson Farmers Market,4801 Watkins Drive,Jackson,Hinds,Mississippi,39206,,,,,,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,,,,,-90.192756,32.367615
1006118,Juneau Farmers Market,Courthouse Square,Juneau,Dodge,Wisconsin,53039,,,,,,FRI:8:00 AM - 12:00 PM;,FRI:8:00 AM - 12:00 PM;,FRI:8:00 AM - 12:00 PM;,FRI:8:00 AM - 12:00 PM;,FRI:8:00 AM - 12:00 PM;,,,-88.7035,43.407
1018242,Juneau Farmers Market and Local Food Festival,350 Whittier,Juneau,Juneau,Alaska,99801,,,,,,,,SAT: 9:00 AM-2:00 PM;,,,,,-134.4136031,58.29985
1005270,Kailua Distirct Park (People's Open Market),21 South Kainalu Drive,Kailua,Honolulu,Hawaii,96734,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,THU: 9:00 AM-10:00 AM;,-157.7380124,21.3945423
1008502,KailuaTown Farmers Market,315 Kuulei Street,Kailua,Honolulu,Hawaii,96734,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,SUN: 8:30 AM-12:00 PM;,-157.74153700000002,21.395567899999996
1011351,Kaiser Antioch Farmers' Market,4501 Sand Creek Road,Antioch,Contra Costa,California,,,,,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,THU: 10:00 AM-2:00 PM;,,,-121.7757953,37.9518978
1006573,Kaiser Fremont CFM,39400 Paseo Padre Parkway,Fremont,Alameda,California,94538,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,THU:10:00 AM - 2:00 PM;,-121.97504280000001,37.551977799999996
1006571,Kaiser Hayward Farmers' Market,27400 Hesperian Blvd,Hayward,Alameda,California,94545,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,WED:10:00 AM - 2:00 PM;,-122.09496580000001,37.6306054
1002541,Kaiser Medical Center Panorama City FM,13652 Cantara Street,Panorama City,Los Angeles,California,91402,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,WED:9:00 AM - 1:30 PM;,-118.43006399999999,34.220674
1008975,Kaiser Medical Center Woodland Hills,5601 De Soto Avenue,Woodland Hills,Los Angeles,California,91367,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,THU: 10:00 AM-2:30 PM;,-118.58972,34.170913
1006585,Kaiser Oakland Farmers' Market,3801 Howe Street,Oakland,Alameda,California,94607,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,FRI:10:00 AM - 2:00 PM;,-122.2565166,37.824622600000005
1009005,Kaiser Permanente Farmers Market - Anaheim Medical Center,3440 E. La Palma Avenue,Anaheim,Orange,California,92806,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,FRI: 9:00 AM-3:00 PM;,-117.844815,33.852659
1008375,Kaiser Permanente Fresno Farmers Market,7300 N. Fresno Street,Fresno,Fresno,California,93720,WED: 9:00 AM-1:30 PM;,WED: 9:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 8:00 AM-1:30 PM;,WED: 9:00 AM-1:30 PM;,-119.78147,36.843189
1001046,Kaiser Permanente Morse Ave (Sacramento),2025 Morse Avenue,Sacramento,Sacramento,California,,,,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,FRI: 9:30 AM-2:00 PM;,,-121.393355,38.601219
1001049,Kaiser Permanente Pointe West,1650 Response Road,Sacramento,Sacramento,California,,,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,MON: 9:30 AM-2:00 PM;,-121.42991299999998,38.596807
1011443,Kaiser Permanente San Jose Farmers' Market,"250 Hospital Parkway, San Jose, California 95119",San Jose,Santa Clara,California,,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,-121.80014299999999,37.240455
1011444,Kaiser Permanente Santa Clara Farmers' Market,710 Lawrence Expressway,Santa Clara,Santa Clara,California,95051,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,FRI: 8:30 AM-1:30 PM;,-121.9985712,37.3363589
1006572,Kaiser Permanente Union City Farmers' Market,3553 Whipple Road,Union City,Alameda,California,94587,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,TUE:10:00 AM - 2:00 PM;,-122.08323519999999,37.6056764
1011485,Kaiser Redwood City Certified Farmers' Market,Veterans Blvd. and Maple Street,Redwood City,San Mateo,California,94063,,,,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,,,-122.222647,37.48899
1011502,Kaiser San Francisco Certified Farmers' Market,Geary St. and St. Joseph Avenue,San Francisco,San Francisco,California,94115,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,WED: 10:00 AM-2:00 PM;,-122.44293400000001,37.782694
1003673,Kaiser South Bay Farmers' Market,25825 S. Vermont Avenue,Harbor City,Los Angeles,California,90710,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,WED: 10:00 AM-3:00 PM;,-118.29373799999999,33.790081
1011466,Kaiser South San Francisco Certified Farmers' Market,1200 El Camino Real,South San Francisco,San Mateo,California,94080,,,,,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,,,-122.43948,37.658875
1011356,Kaiser Vallejo Farmers' Market,975 Sereno Drive,Vallejo,Contra Costa,California,,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,FRI: 10:00 AM-2:00 PM;,-122.2484432,38.12767
1011346,Kaiser Walnut Creek,1425 Main Street,Walnut Creek,Contra Costa,California,,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,TUE: 10:00 AM-2:00 PM;,-122.06089740000002,37.8994941
1002217,Kakaako Farmers' Market,1050 Ala Moana Blvd,Honolulu,Honolulu,Hawaii,96814,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,SAT: 8:00 AM-12:00 PM;,-157.855564,21.294941
1016886,Kalamazoo Farmer's Market,1204 Bank Street,Kalamazoo,Kalamazoo,Michigan,49001,,,,,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,TUE: 7:00 AM-2:00 PM;THU: 7:00 AM-2:00 PM;SAT: 7:00 AM-2:00 PM;,,-85.57504399999999,42.279416999999995
1005252,Kalihi Valley District Park (People's Open Market),1911 Kam IV Road,Honolulu,Honolulu,Hawaii,96819,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,SAT: 10:00 AM-11:00 AM;,-157.86995,21.344696
1011859,Kalkaska Farmers Market,353 S. Cedar,Kalkaska,Kalkaska,Michigan,49646,,,,,TUE: 2:00 PM-6:00 PM;,TUE: 2:00 PM-6:00 PM;,TUE: 2:00 PM-6:00 PM;,TUE: 2:00 PM-6:00 PM;,TUE: 2:00 PM-6:00 PM;,TUE: 2:00 PM-6:00 PM;,,,-85.178275,44.730628
